year,rank,country,regional indicator,ladder score,log GDP per capita,social support,healthy life expectancy,freedom to make life choices,generosity,perceptions of corruption,dystopia + residual,whisker-high,whisker-low
2019,32,Brazil,Latin America and Caribbean,6.3,1.004,1.439,0.802,0.39,0.099,0.086,2.48,6.403,6.197
2019,33,Uruguay,Latin America and Caribbean,6.293,1.124,1.465,0.891,0.523,0.127,0.15,2.014,6.388,6.198
2019,34,Singapore,Southeast Asia,6.262,1.572,1.463,1.141,0.556,0.271,0.453,0.807,6.324,6.2
2019,35,El Salvador,Latin America and Caribbean,6.253,0.794,1.242,0.789,0.43,0.093,0.074,2.831,6.362,6.144
2019,36,Italy,Western Europe,6.223,1.294,1.488,1.039,0.231,0.158,0.03,1.984,6.306,6.141
2019,37,Bahrain,Middle East and North Africa,6.199,1.362,1.368,0.871,0.536,0.255,0.11,1.698,6.324,6.075
2019,38,Slovakia,Central and Eastern Europe,6.198,1.246,1.504,0.881,0.334,0.121,0.014,2.097,6.275,6.12
2019,39,Trinidad and Tobago,Latin America and Caribbean,6.192,1.231,1.477,0.713,0.489,0.185,0.016,2.081,6.416,5.968
2019,40,Poland,Central and Eastern Europe,6.182,1.206,1.438,0.884,0.483,0.117,0.05,2.003,6.269,6.094
2019,41,Uzbekistan,Commonwealth of Independent States,6.174,0.745,1.529,0.756,0.631,0.322,0.24,1.951,6.279,6.069
2019,42,Lithuania,Central and Eastern Europe,6.149,1.238,1.515,0.818,0.291,0.043,0.042,2.202,6.236,6.062
2019,43,Colombia,Latin America and Caribbean,6.125,0.985,1.41,0.841,0.47,0.099,0.034,2.286,6.229,6.02
2019,44,Slovenia,Central and Eastern Europe,6.118,1.258,1.523,0.953,0.564,0.144,0.057,1.618,6.209,6.026
2019,45,Nicaragua,Latin America and Caribbean,6.105,0.694,1.325,0.835,0.435,0.2,0.127,2.49,6.218,5.992
2019,46,Kosovo,Central and Eastern Europe,6.1,0.882,1.232,0.758,0.489,0.262,0.006,2.469,6.199,6.001
2019,47,Argentina,Latin America and Caribbean,6.086,1.092,1.432,0.881,0.471,0.066,0.05,2.096,6.192,5.981
2019,48,Romania,Central and Eastern Europe,6.07,1.162,1.232,0.825,0.462,0.083,0.005,2.302,6.163,5.976
2019,49,Cyprus,Western Europe,6.046,1.263,1.223,1.042,0.406,0.19,0.041,1.88,6.149,5.942
2019,50,Ecuador,Latin America and Caribbean,6.028,0.912,1.312,0.868,0.498,0.126,0.087,2.225,6.13,5.925
2019,51,Kuwait,Middle East and North Africa,6.021,1.5,1.319,0.808,0.493,0.142,0.097,1.661,6.148,5.893
2019,52,Thailand,Southeast Asia,6.008,1.05,1.409,0.828,0.557,0.359,0.028,1.777,6.103,5.913
2019,53,Latvia,Central and Eastern Europe,5.94,1.187,1.465,0.812,0.264,0.075,0.064,2.073,6.011,5.869
2019,54,South Korea,East Asia,5.895,1.301,1.219,1.036,0.159,0.175,0.056,1.949,5.984,5.805
2019,55,Estonia,Central and Eastern Europe,5.893,1.237,1.528,0.874,0.495,0.103,0.161,1.496,5.965,5.822
2019,56,Jamaica,Latin America and Caribbean,5.89,0.831,1.478,0.831,0.49,0.107,0.028,2.125,6.126,5.653
2019,57,Mauritius,Sub-Saharan Africa,5.888,1.12,1.402,0.798,0.498,0.215,0.06,1.795,5.991,5.785
2019,58,Japan,East Asia,5.886,1.327,1.419,1.088,0.445,0.069,0.14,1.399,5.97,5.802
2019,59,Honduras,Latin America and Caribbean,5.86,0.642,1.236,0.828,0.507,0.246,0.078,2.323,5.987,5.734
2019,60,Kazakhstan,Commonwealth of Independent States,5.809,1.173,1.508,0.729,0.41,0.146,0.096,1.746,5.89,5.727
2019,61,Bolivia,Latin America and Caribbean,5.779,0.776,1.209,0.706,0.511,0.137,0.064,2.376,5.876,5.683
2019,62,Hungary,Central and Eastern Europe,5.758,1.201,1.41,0.828,0.199,0.081,0.02,2.02,5.853,5.663
2019,63,Paraguay,Latin America and Caribbean,5.743,0.855,1.475,0.777,0.514,0.184,0.08,1.857,5.837,5.648
2019,64,North Cyprus,Western Europe,5.718,1.263,1.252,1.042,0.417,0.191,0.162,1.39,5.819,5.616
2019,65,Peru,Latin America and Caribbean,5.697,0.96,1.274,0.854,0.455,0.083,0.027,2.044,5.811,5.583
2019,66,Portugal,Western Europe,5.693,1.221,1.431,0.999,0.508,0.047,0.025,1.462,5.792,5.593
2019,67,Pakistan,South Asia,5.653,0.677,0.886,0.535,0.313,0.22,0.098,2.924,5.732,5.574
2019,68,Russia,Commonwealth of Independent States,5.648,1.183,1.452,0.726,0.334,0.082,0.031,1.839,5.713,5.583
2019,69,Philippines,Southeast Asia,5.631,0.807,1.293,0.657,0.558,0.117,0.107,2.092,5.744,5.519
2019,70,Serbia,Central and Eastern Europe,5.603,1.004,1.383,0.854,0.282,0.137,0.039,1.904,5.705,5.501
2019,71,Moldova,Commonwealth of Independent States,5.529,0.685,1.328,0.739,0.245,0.181,0,2.35,5.604,5.453
2019,72,Libya,Middle East and North Africa,5.525,1.044,1.303,0.673,0.416,0.133,0.152,1.804,5.646,5.404
2019,73,Montenegro,Central and Eastern Europe,5.523,1.051,1.361,0.871,0.197,0.142,0.08,1.822,5.621,5.425
2019,74,Tajikistan,Commonwealth of Independent States,5.467,0.493,1.098,0.718,0.389,0.23,0.144,2.397,5.568,5.366
2019,75,Croatia,Central and Eastern Europe,5.432,1.155,1.266,0.914,0.296,0.119,0.022,1.66,5.51,5.354
2019,76,Hong Kong S.A.R.. China,East Asia,5.43,1.438,1.277,1.122,0.44,0.258,0.287,0.609,5.523,5.337
2019,77,Dominican Republic,Latin America and Caribbean,5.425,1.015,1.401,0.779,0.497,0.113,0.101,1.519,5.559,5.291
2019,78,Bosnia and Herzegovina,Central and Eastern Europe,5.386,0.945,1.212,0.845,0.212,0.263,0.006,1.905,5.477,5.296
2019,79,Turkey,Middle East and North Africa,5.373,1.183,1.36,0.808,0.195,0.083,0.106,1.636,5.466,5.28
2019,80,Malaysia,Southeast Asia,5.339,1.221,1.171,0.828,0.508,0.26,0.024,1.326,5.461,5.216
2019,81,Belarus,Commonwealth of Independent States,5.323,1.067,1.465,0.789,0.235,0.094,0.142,1.531,5.392,5.253
2019,82,Greece,Western Europe,5.287,1.181,1.156,0.999,0.067,0,0.034,1.848,5.382,5.191
2019,83,Mongolia,East Asia,5.285,0.948,1.531,0.667,0.317,0.235,0.038,1.55,5.362,5.208
2019,84,Macedonia,Central and Eastern Europe,5.274,0.983,1.294,0.838,0.345,0.185,0.034,1.595,5.365,5.182
2019,85,Nigeria,Sub-Saharan Africa,5.265,0.696,1.111,0.245,0.426,0.215,0.041,2.53,5.389,5.14
2019,86,Kyrgyzstan,Commonwealth of Independent States,5.261,0.551,1.438,0.723,0.508,0.3,0.023,1.719,5.348,5.173
2019,87,Turkmenistan,Commonwealth of Independent States,5.247,1.052,1.538,0.657,0.394,0.244,0.028,1.334,5.302,5.191
2019,88,Algeria,Middle East and North Africa,5.211,1.002,1.16,0.785,0.086,0.073,0.114,1.992,5.304,5.119
2019,89,Morocco,Middle East and North Africa,5.208,0.801,0.782,0.782,0.418,0.036,0.076,2.314,5.308,5.108
2019,90,Azerbaijan,Commonwealth of Independent States,5.208,1.043,1.147,0.769,0.351,0.035,0.182,1.68,5.279,5.136
2019,91,Lebanon,Middle East and North Africa,5.197,0.987,1.224,0.815,0.216,0.166,0.027,1.762,5.284,5.11
2019,92,Indonesia,Southeast Asia,5.192,0.931,1.203,0.66,0.491,0.498,0.028,1.382,5.3,5.085
2019,93,China,East Asia,5.191,1.029,1.125,0.893,0.521,0.058,0.1,1.466,5.24,5.141
2019,94,Vietnam,Southeast Asia,5.175,0.741,1.346,0.851,0.543,0.147,0.073,1.474,5.247,5.103
2019,95,Bhutan,South Asia,5.082,0.813,1.321,0.604,0.457,0.37,0.167,1.35,5.196,4.969
2019,96,Cameroon,Sub-Saharan Africa,5.044,0.549,0.91,0.331,0.381,0.187,0.037,2.649,5.17,4.918
2019,97,Bulgaria,Central and Eastern Europe,5.011,1.092,1.513,0.815,0.311,0.081,0.004,1.195,5.098,4.924
2019,98,Ghana,Sub-Saharan Africa,4.996,0.611,0.868,0.486,0.381,0.245,0.04,2.367,5.137,4.856
2019,99,Ivory Coast,Sub-Saharan Africa,4.944,0.569,0.808,0.232,0.352,0.154,0.09,2.739,5.072,4.815
2019,100,Nepal,South Asia,4.913,0.446,1.226,0.677,0.439,0.285,0.089,1.751,5.031,4.794
2019,101,Jordan,Middle East and North Africa,4.906,0.837,1.225,0.815,0.383,0.11,0.13,1.406,5.019,4.792
2019,102,Benin,Sub-Saharan Africa,4.883,0.393,0.437,0.397,0.349,0.175,0.082,3.049,5.022,4.745
2019,103,Congo (Brazzaville),Sub-Saharan Africa,4.812,0.673,0.799,0.508,0.372,0.105,0.093,2.262,4.955,4.668
2019,104,Gabon,Sub-Saharan Africa,4.799,1.057,1.183,0.571,0.295,0.043,0.055,1.596,4.912,4.687
2019,105,Laos,Southeast Asia,4.796,0.764,1.03,0.551,0.547,0.266,0.164,1.473,4.881,4.711
2019,106,South Africa,Sub-Saharan Africa,4.722,0.96,1.351,0.469,0.389,0.13,0.055,1.369,4.838,4.607
2019,107,Albania,Central and Eastern Europe,4.719,0.947,0.848,0.874,0.383,0.178,0.027,1.461,4.829,4.608
2019,108,Venezuela,Latin America and Caribbean,4.707,0.96,1.427,0.805,0.154,0.064,0.047,1.25,4.835,4.579
2019,109,Cambodia,Southeast Asia,4.7,0.574,1.122,0.637,0.609,0.232,0.062,1.465,4.81,4.589
2019,110,Palestinian Territories,Middle East and North Africa,4.696,0.657,1.247,0.672,0.225,0.103,0.066,1.727,4.806,4.587
2019,111,Senegal,Sub-Saharan Africa,4.681,0.45,1.134,0.571,0.292,0.153,0.072,2.009,4.764,4.598
2019,112,Somalia,Sub-Saharan Africa,4.668,0,0.698,0.268,0.559,0.243,0.27,2.629,4.811,4.525
2019,113,Namibia,Sub-Saharan Africa,4.639,0.879,1.313,0.477,0.401,0.07,0.056,1.443,4.777,4.501
2019,114,Niger,Sub-Saharan Africa,4.628,0.138,0.774,0.366,0.318,0.188,0.102,2.742,4.765,4.49
2019,115,Burkina Faso,Sub-Saharan Africa,4.587,0.331,1.056,0.38,0.255,0.177,0.113,2.275,4.695,4.479
2019,116,Armenia,Commonwealth of Independent States,4.559,0.85,1.055,0.815,0.283,0.095,0.064,1.398,4.652,4.467
2019,117,Iran,Middle East and North Africa,4.548,1.1,0.842,0.785,0.305,0.27,0.125,1.121,4.659,4.437
2019,118,Guinea,Sub-Saharan Africa,4.534,0.38,0.829,0.375,0.332,0.207,0.086,2.325,4.667,4.402
2019,119,Georgia,Commonwealth of Independent States,4.519,0.886,0.666,0.752,0.346,0.043,0.164,1.662,4.603,4.435
2019,120,Gambia,Sub-Saharan Africa,4.516,0.308,0.939,0.428,0.382,0.269,0.167,2.023,4.668,4.365
2019,121,Kenya,Sub-Saharan Africa,4.509,0.512,0.983,0.581,0.431,0.372,0.053,1.576,4.626,4.391
2019,122,Mauritania,Sub-Saharan Africa,4.49,0.57,1.167,0.489,0.066,0.106,0.088,2.005,4.591,4.389
2019,123,Mozambique,Sub-Saharan Africa,4.466,0.204,0.986,0.39,0.494,0.197,0.138,2.058,4.642,4.29
2019,124,Tunisia,Middle East and North Africa,4.461,0.921,1,0.815,0.167,0.059,0.055,1.444,4.548,4.373
2019,125,Bangladesh,South Asia,4.456,0.562,0.928,0.723,0.527,0.166,0.143,1.406,4.538,4.373
2019,126,Iraq,Middle East and North Africa,4.437,1.043,0.98,0.574,0.241,0.148,0.089,1.362,4.61,4.264
2019,127,Congo (Kinshasa),Sub-Saharan Africa,4.418,0.094,1.125,0.357,0.269,0.212,0.053,2.308,4.543,4.293
2019,128,Mali,Sub-Saharan Africa,4.39,0.385,1.105,0.308,0.327,0.153,0.052,2.061,4.498,4.283
2019,129,Sierra Leone,Sub-Saharan Africa,4.374,0.268,0.841,0.242,0.309,0.252,0.045,2.416,4.51,4.238
2019,130,Sri Lanka,South Asia,4.366,0.949,1.265,0.831,0.47,0.244,0.047,0.559,4.49,4.242
2019,131,Myanmar,Southeast Asia,4.36,0.71,1.181,0.555,0.525,0.566,0.172,0.652,4.442,4.279
2019,132,Chad,Sub-Saharan Africa,4.35,0.35,0.766,0.192,0.174,0.198,0.078,2.591,4.484,4.215
2019,133,Ukraine,Commonwealth of Independent States,4.332,0.82,1.39,0.739,0.178,0.187,0.01,1.008,4.43,4.235
2019,134,Ethiopia,Sub-Saharan Africa,4.286,0.336,1.033,0.532,0.344,0.209,0.1,1.731,4.365,4.206
2019,135,Swaziland,Sub-Saharan Africa,4.212,0.811,1.149,0,0.313,0.074,0.135,1.73,4.392,4.031
2019,136,Uganda,Sub-Saharan Africa,4.189,0.332,1.069,0.443,0.356,0.252,0.06,1.677,4.319,4.06
2019,137,Egypt,Middle East and North Africa,4.166,0.913,1.039,0.644,0.241,0.076,0.067,1.187,4.252,4.079
2019,138,Zambia,Sub-Saharan Africa,4.107,0.578,1.058,0.426,0.431,0.247,0.087,1.28,4.232,3.981
2019,139,Togo,Sub-Saharan Africa,4.085,0.275,0.572,0.41,0.293,0.177,0.085,2.273,4.197,3.972
2019,140,India,South Asia,4.015,0.755,0.765,0.588,0.498,0.2,0.085,1.126,4.062,3.968
2019,141,Liberia,Sub-Saharan Africa,3.975,0.073,0.922,0.443,0.37,0.233,0.033,1.902,4.115,3.836
2019,142,Comoros,Sub-Saharan Africa,3.973,0.274,0.757,0.505,0.142,0.275,0.078,1.941,4.196,3.749
2019,143,Madagascar,Sub-Saharan Africa,3.933,0.274,0.916,0.555,0.148,0.169,0.041,1.831,4.033,3.833
2019,144,Lesotho,Sub-Saharan Africa,3.802,0.489,1.169,0.168,0.359,0.107,0.093,1.417,3.963,3.641
2019,145,Burundi,Sub-Saharan Africa,3.775,0.046,0.447,0.38,0.22,0.176,0.18,2.325,3.985,3.565
2019,146,Zimbabwe,Sub-Saharan Africa,3.663,0.366,1.114,0.433,0.361,0.151,0.089,1.149,3.78,3.546
2019,147,Haiti,Latin America and Caribbean,3.597,0.323,0.688,0.449,0.026,0.419,0.11,1.581,3.751,3.443
2019,148,Botswana,Sub-Saharan Africa,3.488,1.041,1.145,0.538,0.455,0.025,0.1,0.183,3.611,3.365
2019,149,Syria,Middle East and North Africa,3.462,0.619,0.378,0.44,0.013,0.331,0.141,1.541,3.664,3.26
2019,150,Malawi,Sub-Saharan Africa,3.41,0.191,0.56,0.495,0.443,0.218,0.089,1.413,3.525,3.294
2019,151,Yemen,Middle East and North Africa,3.38,0.287,1.163,0.463,0.143,0.108,0.077,1.139,3.479,3.281
2019,152,Rwanda,Sub-Saharan Africa,3.334,0.359,0.711,0.614,0.555,0.217,0.411,0.467,3.425,3.242
2019,153,Tanzania,Sub-Saharan Africa,3.231,0.476,0.885,0.499,0.417,0.276,0.147,0.531,3.347,3.114
2019,154,Afghanistan,South Asia,3.203,0.35,0.517,0.361,0,0.158,0.025,1.793,3.278,3.129
2019,155,Central African Republic,Sub-Saharan Africa,3.083,0.026,0,0.105,0.225,0.235,0.035,2.456,3.227,2.939
2019,156,South Sudan,Sub-Saharan Africa,2.853,0.306,0.575,0.295,0.01,0.202,0.091,1.374,3.005,2.701
