year,rank,country,regional indicator,ladder score,log GDP per capita,social support,healthy life expectancy,freedom to make life choices,generosity,perceptions of corruption,dystopia + residual,whisker-high,whisker-low
2017,84,Morocco,Middle East and North Africa,5.235,0.878,0.775,0.598,0.408,0.032,0.088,2.456,5.318,5.152
2017,85,Azerbaijan,Commonwealth of Independent States,5.234,1.154,1.152,0.541,0.398,0.045,0.181,1.762,5.299,5.169
2017,86,Dominican Republic,Latin America and Caribbean,5.23,1.079,1.402,0.575,0.553,0.187,0.114,1.319,5.349,5.111
2017,87,Greece,Western Europe,5.227,1.289,1.239,0.81,0.096,0,0.043,1.749,5.325,5.129
2017,88,Lebanon,Middle East and North Africa,5.225,1.075,1.13,0.735,0.289,0.264,0.038,1.695,5.319,5.131
2017,89,Portugal,Western Europe,5.195,1.315,1.367,0.796,0.498,0.095,0.016,1.108,5.285,5.105
2017,90,Bosnia and Herzegovina,Central and Eastern Europe,5.182,0.982,1.069,0.705,0.204,0.329,0,1.892,5.276,5.088
2017,91,Honduras,Latin America and Caribbean,5.181,0.731,1.144,0.583,0.348,0.236,0.073,2.066,5.302,5.06
2017,92,Macedonia,Central and Eastern Europe,5.175,1.065,1.208,0.645,0.326,0.254,0.06,1.617,5.272,5.078
2017,93,Somalia,Sub-Saharan Africa,5.151,0.023,0.721,0.114,0.602,0.292,0.282,3.117,5.242,5.06
2017,94,Vietnam,Southeast Asia,5.074,0.789,1.277,0.652,0.571,0.235,0.088,1.462,5.147,5.001
2017,95,Nigeria,Sub-Saharan Africa,5.074,0.784,1.216,0.057,0.395,0.231,0.026,2.365,5.21,4.938
2017,96,Tajikistan,Commonwealth of Independent States,5.041,0.525,1.271,0.529,0.472,0.249,0.146,1.849,5.111,4.971
2017,97,Bhutan,South Asia,5.011,0.885,1.34,0.496,0.502,0.474,0.173,1.14,5.079,4.943
2017,98,Kyrgyzstan,Commonwealth of Independent States,5.004,0.596,1.394,0.553,0.455,0.429,0.039,1.537,5.09,4.918
2017,99,Nepal,South Asia,4.962,0.48,1.179,0.504,0.44,0.394,0.073,1.891,5.067,4.857
2017,100,Mongolia,East Asia,4.955,1.027,1.493,0.558,0.394,0.338,0.033,1.111,5.022,4.888
2017,101,South Africa,Sub-Saharan Africa,4.829,1.055,1.385,0.187,0.479,0.139,0.073,1.511,4.929,4.729
2017,102,Tunisia,Middle East and North Africa,4.805,1.007,0.868,0.613,0.29,0.05,0.087,1.89,4.884,4.726
2017,103,Palestinian Territories,Middle East and North Africa,4.775,0.716,1.156,0.566,0.255,0.114,0.089,1.879,4.882,4.668
2017,104,Egypt,Middle East and North Africa,4.735,0.99,0.997,0.52,0.282,0.129,0.114,1.702,4.825,4.645
2017,105,Bulgaria,Central and Eastern Europe,4.714,1.161,1.434,0.708,0.289,0.113,0.011,0.996,4.804,4.624
2017,106,Sierra Leone,Sub-Saharan Africa,4.709,0.368,0.984,0.006,0.319,0.293,0.071,2.668,4.851,4.567
2017,107,Cameroon,Sub-Saharan Africa,4.695,0.564,0.946,0.133,0.43,0.236,0.051,2.334,4.797,4.593
2017,108,Iran,Middle East and North Africa,4.692,1.157,0.712,0.639,0.249,0.387,0.049,1.499,4.798,4.586
2017,109,Albania,Central and Eastern Europe,4.644,0.996,0.804,0.731,0.381,0.201,0.04,1.49,4.752,4.536
2017,110,Bangladesh,South Asia,4.608,0.587,0.735,0.533,0.478,0.172,0.124,1.979,4.69,4.526
2017,111,Namibia,Sub-Saharan Africa,4.574,0.964,1.098,0.339,0.52,0.077,0.093,1.482,4.77,4.378
2017,112,Kenya,Sub-Saharan Africa,4.553,0.56,1.068,0.31,0.453,0.445,0.065,1.652,4.656,4.45
2017,113,Mozambique,Sub-Saharan Africa,4.55,0.234,0.871,0.107,0.481,0.322,0.179,2.356,4.774,4.326
2017,114,Myanmar,Southeast Asia,4.545,0.367,1.123,0.398,0.514,0.838,0.189,1.115,4.615,4.475
2017,115,Senegal,Sub-Saharan Africa,4.535,0.479,1.18,0.409,0.378,0.183,0.115,1.79,4.602,4.468
2017,116,Zambia,Sub-Saharan Africa,4.514,0.636,1.003,0.258,0.462,0.25,0.078,1.827,4.644,4.384
2017,117,Iraq,Middle East and North Africa,4.497,1.103,0.979,0.501,0.289,0.2,0.107,1.319,4.623,4.371
2017,118,Gabon,Sub-Saharan Africa,4.465,1.198,1.156,0.357,0.312,0.044,0.076,1.323,4.557,4.373
2017,119,Ethiopia,Sub-Saharan Africa,4.46,0.339,0.865,0.353,0.409,0.313,0.165,2.016,4.543,4.377
2017,120,Sri Lanka,South Asia,4.44,1.01,1.26,0.625,0.561,0.491,0.074,0.419,4.553,4.327
2017,121,Armenia,Commonwealth of Independent States,4.376,0.901,1.007,0.638,0.198,0.083,0.027,1.521,4.467,4.285
2017,122,India,South Asia,4.315,0.792,0.754,0.455,0.47,0.232,0.092,1.519,4.372,4.258
2017,123,Mauritania,Sub-Saharan Africa,4.292,0.648,1.272,0.285,0.096,0.202,0.137,1.652,4.377,4.207
2017,124,Congo (Brazzaville),Sub-Saharan Africa,4.291,0.809,0.832,0.29,0.435,0.121,0.08,1.724,4.41,4.172
2017,125,Georgia,Commonwealth of Independent States,4.286,0.951,0.571,0.65,0.309,0.054,0.252,1.5,4.375,4.197
2017,126,Congo (Kinshasa),Sub-Saharan Africa,4.28,0.092,1.229,0.191,0.236,0.246,0.06,2.225,4.358,4.202
2017,127,Mali,Sub-Saharan Africa,4.19,0.476,1.281,0.169,0.307,0.183,0.105,1.668,4.27,4.11
2017,128,Ivory Coast,Sub-Saharan Africa,4.18,0.603,0.905,0.049,0.448,0.201,0.13,1.845,4.275,4.085
2017,129,Cambodia,Southeast Asia,4.168,0.602,1.006,0.43,0.633,0.386,0.068,1.043,4.279,4.057
2017,130,Sudan,Sub-Saharan Africa,4.139,0.66,1.214,0.291,0.015,0.182,0.09,1.687,4.346,3.932
2017,131,Ghana,Sub-Saharan Africa,4.12,0.667,0.874,0.296,0.423,0.257,0.025,1.578,4.223,4.017
2017,132,Ukraine,Commonwealth of Independent States,4.096,0.895,1.395,0.576,0.123,0.27,0.023,0.814,4.185,4.007
2017,133,Uganda,Sub-Saharan Africa,4.081,0.381,1.13,0.218,0.443,0.326,0.057,1.526,4.196,3.966
2017,134,Burkina Faso,Sub-Saharan Africa,4.032,0.35,1.043,0.216,0.324,0.251,0.12,1.727,4.124,3.94
2017,135,Niger,Sub-Saharan Africa,4.028,0.162,0.993,0.269,0.364,0.229,0.139,1.874,4.112,3.944
2017,136,Malawi,Sub-Saharan Africa,3.97,0.233,0.513,0.315,0.467,0.287,0.073,2.082,4.077,3.863
2017,137,Chad,Sub-Saharan Africa,3.936,0.438,0.954,0.041,0.162,0.216,0.054,2.071,4.035,3.837
2017,138,Zimbabwe,Sub-Saharan Africa,3.875,0.376,1.083,0.197,0.336,0.189,0.095,1.598,3.979,3.771
2017,139,Lesotho,Sub-Saharan Africa,3.808,0.521,1.19,0,0.391,0.157,0.119,1.43,4.044,3.572
2017,140,Angola,Sub-Saharan Africa,3.795,0.858,1.104,0.05,0,0.098,0.07,1.614,3.952,3.638
2017,141,Afghanistan,South Asia,3.794,0.401,0.582,0.181,0.106,0.312,0.061,2.151,3.874,3.714
2017,142,Botswana,Sub-Saharan Africa,3.766,1.122,1.222,0.342,0.505,0.099,0.099,0.378,3.874,3.658
2017,143,Benin,Sub-Saharan Africa,3.657,0.431,0.435,0.21,0.426,0.208,0.061,1.886,3.746,3.568
2017,144,Madagascar,Sub-Saharan Africa,3.644,0.306,0.913,0.375,0.189,0.209,0.067,1.585,3.714,3.574
2017,145,Haiti,Latin America and Caribbean,3.603,0.369,0.64,0.277,0.03,0.489,0.1,1.697,3.735,3.471
2017,146,Yemen,Middle East and North Africa,3.593,0.592,0.935,0.31,0.249,0.104,0.057,1.346,3.693,3.493
2017,147,South Sudan,Sub-Saharan Africa,3.591,0.397,0.601,0.163,0.147,0.286,0.117,1.88,3.726,3.456
2017,148,Liberia,Sub-Saharan Africa,3.533,0.119,0.872,0.23,0.333,0.267,0.039,1.673,3.654,3.412
2017,149,Guinea,Sub-Saharan Africa,3.507,0.245,0.791,0.194,0.349,0.265,0.111,1.552,3.584,3.43
2017,150,Togo,Sub-Saharan Africa,3.495,0.305,0.432,0.247,0.38,0.197,0.096,1.837,3.594,3.396
2017,151,Rwanda,Sub-Saharan Africa,3.471,0.369,0.946,0.326,0.582,0.253,0.455,0.54,3.543,3.399
2017,152,Syria,Middle East and North Africa,3.462,0.777,0.396,0.501,0.082,0.494,0.151,1.062,3.664,3.26
2017,153,Tanzania,Sub-Saharan Africa,3.349,0.511,1.042,0.365,0.39,0.354,0.066,0.621,3.461,3.237
2017,154,Burundi,Sub-Saharan Africa,2.905,0.092,0.63,0.152,0.06,0.204,0.084,1.683,3.075,2.735
2017,155,Central African Republic,Sub-Saharan Africa,2.693,0,0,0.019,0.271,0.281,0.057,2.066,2.865,2.521
